0	47.51	0.78	52.63	69.56	2.64	14.1	61.93	8.70	-0.49	-0.9	33.74
1	8.73	0.40	74.00	69	1.54	8.9	75.47	5.50	-1.01	-0.43	53.27
0	89.39	2.58	17.28	62.25	4.77	46.5	7.64	17.00	-0.6	-0.44	1.48
0	451.74	2.77	19.43	62.92	4.73	38.8	6.90	2.40	0.66	-0.06	8.02
1	31.61	-0.04	69.57	76.13	1.52	2.9	71.65	10.10	0.98	1.2	79
1	203.73	1.15	32.11	71.34	2.11	7	18.23	5.10	1.06	0.84	79.35
0	58.74	3.28	21.83	61.71	4.88	46.3	2.35	14.50	-0.65	-1.51	0.8
0	293.89	0.89	16.97	74.55	1.96	14.9	10.18	20.60	0.96	0.58	48.63
1	25.53	2.80	39.69	52.08	5.04	72.2	3.28	24.20	-1.56	-1.65	13.94
0	280.4	0.01	49.70	72.3	2.05	21.1	6.17	18.80	0.98	0.77	47.52
0	301.94	0.66	65.25	71.87	2.24	13.1	24.52	6.10	-0.38	-0.14	25.5
0	66.23	0.78	19.69	72.7	4.28	15.3	7.46	5.70	0.15	0.09	12.92
0	79.76	1.66	43.70	70.68	2.85	18	28.75	12.70	-0.57	-0.77	44.07
0	61.39	1.60	67.98	75.92	2.62	19.8	39.84	4.20	-0.66	-0.51	35.13
0	190.81	2.65	63.31	66	4.22	38	7.67	16.70	-0.39	-0.72	21.57
0	210.01	1.26	70.21	73.01	2.54	22.8	34.00	14.70	-0.83	-0.55	45
1	12.91	1.88	82.50	75.29	2.76	7.4	50.94	5.60	-0.06	0.03	54
0	95.2	0.40	67.30	76.6	1.9	11.5	7.22	11.00	0.74	0.66	55.18
0	69.24	2.92	42.87	63.04	4.74	45.2	7.63	10.00	-0.32	-0.44	19.2
0	36.52	1.52	77.16	60.8	3.53	65.7	4.92	59.50	-0.3	-1.1	8.27
0	83	-0.48	56.73	74.59	1.36	5.7	52.38	23.90	-0.31	-0.11	48.1
1	131.29	0.36	87.07	79.8	1.75	3.1	73.58	7.60	2.42	1.97	93
1	190.09	0.39	54.01	73.46	2.1	11.2	1.39	5.50	0.33	0.38	47.08
1	135.89	0.18	73.42	77.87	1.43	3.2	64.58	7.00	0.23	0.92	75
0	81.9	1.91	39.64	47.78	4.86	117.4	2.03	3.40	-0.69	-1.21	1.3
1	120.83	1.11	70.71	79.47	1.47	2.5	46.54	11.80	1.24	1.38	61
1	112.26	0.22	54.73	75.96	1.45	6.3	55.07	13.90	0.29	0.86	80
1	76.49	-0.32	58.11	76.88	1.46	4	58.81	15.80	-0.04	0.55	63
1	101.93	0.26	49.90	79.97	1.56	2.5	86.25	8.80	0.81	1.02	70
0	92.79	1.42	65.10	79.32	1.83	8.6	42.98	7.80	0.58	0.49	47.5
0	41.7	1.18	62.43	55.3	2.44	33.3	15.00	25.00	0.03	0.33	41
0	376.26	2.44	28.17	60.43	4.85	57.7	11.42	20.00	-0.73	-1.55	5.98
1	512.66	0.45	83.47	80.87	1.24	3.3	100.80	3.20	0.47	1.2	84.1
0	42.43	1.32	75.57	73.57	2.35	15.1	42.90	11.60	-0.43	0.01	48.98
0	144.1	0.49	51.78	75.04	1.66	12.1	26.79	4.10	-0.48	0.01	42.3
1	92.57	0.09	77.57	82.33	1.36	3.8	82.62	25.00	1.05	1.11	72
1	23.28	0.90	89.35	79.31	1.84	7.8	70.52	6.40	1.56	1.17	61.42
0	332.79	1.04	15.21	73.9	2.35	10.5	14.32	4.90	-0.24	-0.24	18.29
0	9.59	3.00	21.92	50.24	6.49	89.4	2.25	0.70	-1.25	-1.49	2.1
0	3.4	0.90	70.12	70.58	2.32	18.5	12.08	9.50	-0.37	0.01	34.68
0	121.73	0.78	63.32	73.92	2.34	18.9	20.61	23.00	0.81	0.1	34.74
0	70.47	1.54	21.25	48.66	3.48	55.7	5.96	22.50	-0.33	-0.69	20.78
1	3.79	1.14	80.77	81.07	1.63	4.7	59.99	7.40	1.92	1.75	86.77
1	23.03	0.71	85.36	81.8	1.9	2.3	73.11	8.00	2.31	1.94	94
0	44.76	2.54	52.66	54.14	4.94	61.1	11.91	3.80	-1.24	-0.88	5.7
1	197.81	1.07	73.78	82.7	1.52	3.7	56.75	4.20	2.15	1.88	85.2
0	82.74	1.76	20.19	62.98	2.93	33.9	14.50	0.20	-1.04	-0.83	4.94
0	119.6	1.97	56.46	74.77	3.04	12.3	25.64	8.40	-1.17	-0.44	24.3
0	371.51	3.19	11.21	53.14	6.21	66.9	3.17	0.50	-1.12	-1.33	1.22
0	58.46	2.86	27.35	55.44	5.78	65.8	4.56	3.30	-0.52	-0.63	3.73
0	52.33	3.04	27.21	60.07	5.36	37.7	3.92	3.50	-0.85	-0.69	13.08
1	67.69	-0.60	73.64	74.16	1.51	10.5	59.63	11.20	-0.24	0.14	55.15
0	130.31	0.31	34.49	74.01	1.43	10.6	46.42	0.70	-0.34	0.21	26.5
1	77.14	1.40	76.32	78.07	2.03	6.7	24.34	4.70	0.64	0.83	60.27
1	36.6	1.52	84.45	74.75	1.9	13.9	15.05	14.00	1.34	0.97	71.75
0	23.28	0.87	84.87	73.35	1.81	12.9	25.63	6.70	-0.07	-0.12	49.85
0	79.08	2.88	28.73	66.49	5.45	47.8	17.74	3.90	-1.05	-1.19	0.91
0	75.28	-0.14	48.81	75.96	1.25	6.7	37.74	28.10	-0.3	-0.47	65.36
0	145.21	0.37	23.56	72.34	3.86	11.1	6.35	1.10	-0.07	-0.19	34.86
0	9.53	1.65	67.22	66.63	3.31	39.3	37.69	3.40	-0.7	-0.37	34.19
1	259.86	0.33	13.98	69.71	1.8	18.4	11.52	4.60	-0.29	0.4	59.52
0	19	1.68	36.34	67.28	2.32	35.7	8.74	2.10	0.82	0.48	25.43
0	68.7	0.97	66.53	74.75	2.13	13.8	35.20	18.30	-0.21	-0.02	41.44
0	86.73	2.73	45.56	58.94	5.21	58.5	12.37	0.70	-0.92	-0.53	3.8
1	94.93	1.28	72.33	74.54	2.08	11.5	60.68	9.20	0.17	0.4	45.13
0	13.87	2.43	44.59	73.49	2.74	15.7	21.37	8.20	0.01	-0.18	25
1	364.85	0.85	97.51	80.49	1.84	3.4	69.26	7.50	1.55	1.59	82
1	106.76	3.10	84.62	76.78	1.84	7.2	6.10	4.20	1.18	1.14	85
1	655.36	0.50	44.91	74.97	1.84	16.9	60.84	11.60	1.66	1.45	73.33
0	175.91	3.35	16.00	58.02	6.06	45.4	9.06	4.20	-0.95	-0.57	14.69
0	1174.33	1.19	28.89	69.89	2.24	33.1	13.15	5.00	-0.87	-0.83	6.3
1	259.38	0.75	79.76	80.75	1.98	4.4	61.17	7.90	1.64	1.53	87.02
1	1701.01	1.92	88.76	76.4	2.12	8.2	33.46	1.10	0.39	0.65	88
0	78.9	-0.25	69.08	70.81	1.46	9.2	81.70	7.90	-1.03	-0.58	33.7
0	110.98	1.35	53.89	70.55	1.92	38.5	19.65	5.20	-1.13	-0.79	54.2
1	19.33	0.35	92.64	76.76	2.07	6.2	63.15	6.50	1.32	0.44	55.11
1	102.22	0.46	67.88	81.03	1.42	3.3	71.00	4.30	1.35	1.66	81
1	34.06	0.74	82.62	78.64	1.89	6	94.81	8.10	1.38	1.41	81.03
1	2.91	1.60	89.34	81.85	1.87	4.1	83.24	5.20	2	1.61	82.35
0	104.08	0.17	64.16	74.33	1.74	14.7	48.94	18.40	-0.62	-0.04	39.16
0	19.83	2.24	25.22	71.1	3.46	11.4	4.74	4.60	0.45	-0.24	10.6
0	14.88	0.88	92.64	75.84	2.2	12.7	74.83	7.20	-0.49	-0.25	55.8
0	33.45	1.53	93.70	74.33	2.44	13.1	78.13	8.10	-1.24	-1.14	44.05
1	200.35	1.03	29.87	75.5	2.12	9.2	14.37	8.40	1.29	0.48	83.79
0	283.29	1.06	31.68	75.46	1.79	18.4	24.60	1.80	-0.56	-0.29	39.49
0	44.14	2.33	32.91	62.72	4.35	46.3	10.29	17.80	-1.23	-1.28	17.45
0	15.86	1.89	73.71	70.75	2.83	25.6	31.46	10.00	-0.54	-0.55	15.23
0	18.34	3.19	39.61	55.83	5.77	56.4	2.39	15.90	-0.36	-0.5	13.47
0	115.11	0.26	54.45	77.16	1.75	15	54.85	14.20	-0.72	-0.28	54.66
0	42.36	2.68	48.56	59.86	4.95	56	19.40	3.70	-0.57	-1.18	3.79

